payment_id,order_id,payment_method,payment_date,amount,status
2007,2007,Mastercard,2023-09-16 21:44:04.506887,3216.7,Captured
2008,2008,Stripe,2024-01-30 16:00:36.804909,8572.89,Captured
2009,2009,Stripe,2020-04-24 07:03:31.238973,1903.3200000000002,Captured
2010,2010,Mastercard,2020-07-15 01:41:41.840758,350.08000000000004,Captured
2011,2011,Mastercard,2024-10-09 15:16:52.126723,1071.4,Captured
2012,2012,PayPal,2022-01-26 06:37:03.363850,1907.9700000000003,Captured
2013,2013,Visa,2020-02-19 19:57:16.552563,1179.03,Captured
2014,2014,Visa,2023-01-05 02:46:30.912062,3187.99,Captured
2015,2015,Stripe,2021-08-07 07:38:28.823661,4335.77,Captured
2016,2016,Visa,2020-12-13 13:42:21.775472,2760.54,Captured
2017,2017,Mastercard,2025-03-11 21:16:06.668304,2209.01,Captured
2018,2018,PayPal,2022-01-20 16:02:29.714070,3466.95,Captured
2019,2019,Mastercard,2022-01-26 08:26:26.975151,4493.61,Captured
2020,2020,Stripe,2024-05-17 21:12:27.750085,5685.82,Captured
2021,2021,PayPal,2023-06-07 21:12:55.835933,1759.01,Captured
2022,2022,Visa,2023-07-17 16:08:00.957320,1702.26,Captured
2023,2023,Visa,2022-06-21 10:15:09.084739,321.63,Captured
2024,2024,PayPal,2023-04-20 19:08:42.759456,2345.04,Captured
2025,2025,Mastercard,2025-01-16 08:06:08.170453,174.7,Captured
2026,2026,Stripe,2020-12-15 16:00:57.840093,5173.82,Captured
2027,2027,Stripe,2021-05-23 12:31:14.079973,3571.8300000000004,Captured
2028,2028,Visa,2022-12-30 03:43:50.188048,1821.7800000000002,Captured
2029,2029,PayPal,2021-03-10 04:22:23.286777,3055.0,Captured
2030,2030,Stripe,2021-11-17 14:08:26.184925,5460.46,Captured
2031,2031,Stripe,2021-01-08 07:31:34.794761,224.6,Captured
2032,2032,PayPal,2024-10-01 03:40:00.342320,5415.9,Captured
2033,2033,Stripe,2021-02-01 10:33:29.843594,1088.46,Captured
2034,2034,Visa,2020-11-26 00:00:58.753284,4841.219999999999,Captured
2035,2035,PayPal,2022-06-21 03:30:08.130588,2938.7699999999995,Captured
2036,2036,Stripe,2022-09-27 23:40:01.459270,5499.120000000001,Captured
2037,2037,Mastercard,2024-01-25 10:25:48.713351,6510.4,Captured
2038,2038,Visa,2023-10-17 10:25:33.082486,4457.0,Captured
2039,2039,Visa,2023-10-23 11:36:52.303908,4653.32,Captured
2040,2040,Stripe,2022-03-02 01:06:23.459483,782.6,Captured
2041,2041,Visa,2020-01-09 12:13:22.054982,4480.38,Captured
2042,2042,Mastercard,2020-07-26 03:35:54.570504,1700.8000000000002,Captured
2043,2043,Visa,2022-07-04 16:24:37.438050,3328.0199999999995,Captured
2044,2044,Mastercard,2023-04-24 16:48:17.430808,5425.09,Captured
2045,2045,PayPal,2023-07-17 05:53:13.223922,1822.24,Captured
2046,2046,Stripe,2020-02-10 17:24:38.623283,157.42999999999998,Captured
2047,2047,Stripe,2025-01-22 12:06:28.121908,621.34,Captured
2048,2048,Stripe,2023-05-01 08:46:49.759073,2149.3,Captured
2049,2049,Mastercard,2024-06-20 13:09:02.195521,2233.15,Captured
2050,2050,Mastercard,2025-02-01 15:51:49.642391,4944.599999999999,Captured
2051,2051,Stripe,2023-07-31 04:42:49.602802,7486.48,Captured
2052,2052,PayPal,2023-02-27 18:01:16.981055,3395.12,Captured
2053,2053,Mastercard,2021-10-07 09:02:16.882694,6184.7300000000005,Captured
2054,2054,Visa,2022-09-30 17:00:53.129517,4372.11,Captured
2055,2055,PayPal,2023-05-18 05:29:39.461421,2786.02,Captured
2056,2056,Stripe,2021-03-05 15:23:46.214930,378.61,Captured
2057,2057,Visa,2021-05-16 14:18:02.023353,2594.4200000000005,Captured
2058,2058,Mastercard,2025-01-15 17:37:44.254195,3967.58,Captured
2059,2059,PayPal,2021-01-16 01:18:41.576470,5067.95,Captured
2060,2060,Visa,2023-07-12 06:04:45.049444,4237.380000000001,Captured
2061,2061,Visa,2023-03-10 17:40:35.909414,642.88,Captured
2062,2062,PayPal,2023-08-05 12:27:56.867199,546.66,Captured
2063,2063,PayPal,2024-11-22 15:22:06.586419,1796.35,Captured
2064,2064,PayPal,2022-02-11 04:32:19.919560,1842.0099999999998,Captured
2065,2065,PayPal,2024-03-03 11:27:01.650450,475.90000000000003,Captured
2066,2066,Stripe,2020-10-19 20:27:12.845874,5447.3,Captured
2067,2067,Mastercard,2021-07-24 23:10:57.460674,4238.88,Captured
2068,2068,Mastercard,2022-10-26 16:21:20.275578,1817.9699999999998,Captured
2069,2069,PayPal,2021-10-12 00:30:43.520667,5404.57,Captured
2070,2070,PayPal,2023-08-11 18:08:10.840480,1352.1,Captured
2071,2071,Visa,2020-01-16 00:07:27.744104,1356.39,Captured
2072,2072,Visa,2020-01-05 11:58:26.283142,7544.389999999999,Captured
2073,2073,PayPal,2023-07-19 03:11:12.033000,235.07999999999998,Captured
2074,2074,Visa,2024-10-10 12:01:06.309268,777.2800000000001,Captured
2075,2075,Stripe,2024-12-10 22:29:05.537153,6133.12,Captured
2076,2076,Mastercard,2020-04-14 17:25:11.159889,4691.32,Captured
2077,2077,Mastercard,2022-03-28 19:04:33.043512,6797.82,Captured
2078,2078,Visa,2022-11-29 07:58:48.439774,2322.8,Captured
2079,2079,Mastercard,2024-11-04 01:18:47.305569,4805.42,Captured
2080,2080,Mastercard,2021-12-12 03:15:44.672318,826.47,Captured
2081,2081,Mastercard,2020-01-28 19:00:23.960824,7122.029999999999,Captured
2082,2082,Mastercard,2025-01-10 00:41:13.513299,3615.2000000000003,Captured
2083,2083,Stripe,2023-02-16 21:26:00.558715,1062.8600000000001,Captured
2084,2084,Visa,2021-06-02 04:25:47.659719,5148.43,Captured
2085,2085,Mastercard,2020-05-14 03:44:20.592592,2367.12,Captured
2086,2086,Stripe,2021-12-22 15:54:41.472129,4551.22,Captured
2087,2087,Stripe,2023-09-26 18:59:12.084289,1344.0,Captured
2088,2088,Mastercard,2023-11-20 19:56:05.252063,5257.360000000001,Captured
2089,2089,Visa,2022-03-29 15:25:26.758182,2722.62,Captured
2090,2090,Stripe,2022-09-03 22:29:53.597221,7693.18,Captured
2091,2091,Mastercard,2024-11-08 13:40:58.640202,6157.040000000001,Captured
2092,2092,Visa,2024-08-25 06:07:00.809381,4834.43,Captured
2093,2093,Mastercard,2022-09-27 14:31:49.644782,241.84,Captured
2094,2094,Mastercard,2020-04-25 20:39:25.862918,3492.7400000000002,Captured
2095,2095,Visa,2023-04-19 02:23:57.777257,3337.96,Captured
2096,2096,PayPal,2021-03-08 04:45:23.729797,6077.92,Captured
2097,2097,Visa,2024-01-15 14:22:28.706328,1584.7,Captured
2098,2098,Stripe,2020-05-13 00:39:07.870694,3734.38,Captured
2099,2099,PayPal,2023-07-21 07:20:37.581655,1137.41,Captured
2100,2100,PayPal,2024-10-29 23:35:07.405145,1776.72,Captured
2101,2101,Mastercard,2021-09-05 06:41:26.322351,4331.58,Captured
2102,2102,PayPal,2022-10-09 17:03:37.417455,4551.66,Captured
2103,2103,Stripe,2025-03-20 05:09:19.746245,8289.22,Captured
2104,2104,PayPal,2023-01-13 00:06:02.400328,2886.05,Captured
2105,2105,Stripe,2020-01-19 00:14:55.639069,2066.7400000000002,Captured
2106,2106,PayPal,2021-01-15 11:25:08.898485,5214.459999999999,Captured
2107,2107,Visa,2023-01-16 18:55:00.790257,2804.87,Captured
2108,2108,Stripe,2020-11-22 08:46:55.896595,1492.3199999999997,Captured
2109,2109,Stripe,2021-01-12 16:55:41.714977,5271.7300000000005,Captured
2110,2110,PayPal,2023-09-21 16:42:42.703953,966.04,Captured
2111,2111,PayPal,2020-10-20 04:07:08.448349,689.3100000000001,Captured
2112,2112,PayPal,2022-11-16 08:52:40.231894,4866.650000000001,Captured
2113,2113,Mastercard,2025-04-01 01:42:43.958238,1982.81,Captured
2114,2114,Stripe,2023-11-12 04:18:00.150680,8173.84,Captured
2115,2115,PayPal,2023-02-19 11:37:47.976675,6154.8,Captured
2116,2116,Stripe,2024-10-04 18:10:32.962311,2843.12,Captured
2117,2117,PayPal,2020-07-26 05:11:06.876083,43.84,Captured
2118,2118,Mastercard,2025-04-21 11:36:56.392049,6340.18,Captured
2119,2119,PayPal,2022-08-17 17:31:26.713418,3404.3,Captured
2120,2120,Visa,2021-11-12 09:30:08.805751,487.3,Captured
2121,2121,Stripe,2020-08-14 14:50:32.590973,3476.2400000000002,Captured
2122,2122,Visa,2024-01-18 19:09:07.893819,6218.030000000001,Captured
2123,2123,PayPal,2020-08-24 05:44:27.463480,1448.79,Captured
2124,2124,Stripe,2021-04-19 03:40:32.321358,4676.599999999999,Captured
2125,2125,Stripe,2025-04-05 06:59:07.919441,5508.54,Captured
2126,2126,Mastercard,2021-04-06 21:37:18.232929,4310.93,Captured
2127,2127,Mastercard,2020-04-24 05:05:56.468439,7271.610000000001,Captured
2128,2128,Mastercard,2020-11-10 23:23:47.994232,73.44,Captured
2129,2129,Stripe,2020-11-02 14:55:06.271987,2668.4900000000002,Captured
2130,2130,Stripe,2023-04-05 09:51:53.001035,6876.5,Captured
2131,2131,Stripe,2020-11-30 14:06:36.864952,5622.1900000000005,Captured
2132,2132,Mastercard,2023-02-15 05:07:47.584526,2236.6,Captured
2133,2133,PayPal,2022-06-21 06:18:54.073390,7248.51,Captured
2134,2134,PayPal,2025-03-22 13:31:18.015440,6819.58,Captured
2135,2135,Stripe,2020-08-11 00:15:12.953084,4702.54,Captured
2136,2136,PayPal,2021-01-19 19:03:36.263529,4892.54,Captured
2137,2137,Visa,2024-04-19 11:17:53.330106,3403.0099999999998,Captured
2138,2138,Stripe,2020-02-04 10:02:42.620781,2096.9,Captured
2139,2139,Stripe,2021-09-28 18:36:33.971290,3105.2,Captured
2140,2140,Visa,2022-06-28 21:20:43.781952,4033.94,Captured
2141,2141,PayPal,2022-05-24 16:01:41.610839,2399.4000000000005,Captured
2142,2142,Stripe,2020-06-17 23:08:25.199612,2627.7,Captured
2143,2143,PayPal,2021-06-01 02:00:13.615844,3322.12,Captured
2144,2144,PayPal,2024-09-03 08:04:06.714834,2549.3,Captured
2145,2145,PayPal,2023-08-20 17:45:57.118405,6158.31,Captured
2146,2146,PayPal,2022-08-14 14:19:00.978081,10854.150000000001,Captured
2147,2147,Visa,2021-07-28 19:58:37.267998,5924.78,Captured
2148,2148,Mastercard,2023-10-15 15:38:11.299631,3054.8500000000004,Captured
2149,2149,Visa,2022-09-15 12:11:59.648975,2400.45,Captured
2150,2150,Stripe,2020-06-29 10:22:21.850901,1064.43,Captured
2151,2151,Visa,2023-03-08 12:45:58.439023,4904.5599999999995,Captured
2152,2152,Mastercard,2023-01-05 15:44:51.473342,7555.790000000001,Captured
2153,2153,Mastercard,2022-07-07 11:30:12.471266,4615.709999999999,Captured
2154,2154,PayPal,2021-11-04 13:28:09.839690,2122.77,Captured
2155,2155,Visa,2020-07-26 07:29:42.647785,1873.59,Captured
2156,2156,Visa,2020-06-26 21:06:04.084960,6883.299999999999,Captured
2157,2157,Visa,2021-09-13 02:47:37.018944,349.17,Captured
2158,2158,PayPal,2020-10-13 08:55:43.351206,4124.56,Captured
2159,2159,Mastercard,2023-03-06 04:59:41.215509,44.03,Captured
2160,2160,Mastercard,2023-05-25 05:15:30.229590,1126.8600000000001,Captured
2161,2161,PayPal,2023-09-09 23:35:08.981200,2712.1,Captured
2162,2162,PayPal,2022-05-14 11:07:35.658505,7534.48,Captured
2163,2163,Mastercard,2021-01-20 18:39:56.480254,1774.56,Captured
2164,2164,PayPal,2024-05-17 08:49:34.947705,2150.6,Captured
2165,2165,Mastercard,2021-09-16 22:34:24.848740,1024.4,Captured
2166,2166,Visa,2023-05-31 20:41:56.531978,1878.8600000000001,Captured
2167,2167,Stripe,2022-10-26 19:22:58.141584,11488.56,Captured
2168,2168,PayPal,2022-05-08 17:00:12.888908,1872.24,Captured
2169,2169,PayPal,2020-11-17 19:58:21.391679,1092.1100000000001,Captured
2170,2170,Mastercard,2023-07-08 12:55:01.553668,4402.29,Captured
2171,2171,PayPal,2022-02-15 10:01:11.477134,2209.95,Captured
2172,2172,Stripe,2023-03-12 08:35:35.299125,3580.91,Captured
2173,2173,Visa,2020-12-24 04:05:30.196848,5015.84,Captured
2174,2174,PayPal,2020-05-24 09:21:01.645628,2877.2299999999996,Captured
2175,2175,PayPal,2024-10-19 12:16:55.944991,9322.18,Captured
2176,2176,PayPal,2025-05-12 10:51:51.830069,2509.86,Captured
2177,2177,Mastercard,2025-02-11 12:56:33.521092,2850.6400000000003,Captured
2178,2178,Visa,2021-07-18 14:01:23.958114,2767.36,Captured
2179,2179,Mastercard,2022-09-10 12:37:27.384386,502.17999999999995,Captured
2180,2180,Visa,2022-05-06 04:34:50.966988,6198.910000000001,Captured
2181,2181,Visa,2020-10-15 15:34:49.107991,593.0,Captured
2182,2182,Mastercard,2020-02-12 20:50:35.879421,8432.99,Captured
2183,2183,Visa,2020-01-14 21:55:39.544079,5994.110000000001,Captured
2184,2184,Visa,2024-08-11 05:05:17.315031,2650.25,Captured
2185,2185,PayPal,2025-04-15 03:16:25.208749,2986.4799999999996,Captured
2186,2186,PayPal,2022-06-27 16:15:17.116137,11830.6,Captured
2187,2187,Visa,2020-07-04 22:30:28.514801,445.72,Captured
2188,2188,Mastercard,2021-11-25 08:42:48.909716,1310.0,Captured
2189,2189,Visa,2025-05-05 03:17:45.814266,1680.25,Captured
2190,2190,Visa,2022-10-29 21:19:53.272041,2761.89,Captured
2191,2191,Stripe,2023-10-12 20:08:00.627138,1652.28,Captured
2192,2192,Visa,2021-06-23 07:19:02.952156,5721.389999999999,Captured
2193,2193,PayPal,2020-06-12 11:28:47.147371,4646.5599999999995,Captured
2194,2194,Visa,2022-10-28 12:29:59.851706,5469.24,Captured
2195,2195,Stripe,2023-11-25 21:48:46.401151,442.75,Captured
2196,2196,Mastercard,2024-09-05 19:13:21.252222,2089.71,Captured
2197,2197,PayPal,2022-12-01 13:19:52.871447,4090.4,Captured
2198,2198,PayPal,2025-04-14 18:11:19.202789,816.48,Captured
2199,2199,PayPal,2021-05-12 06:40:09.043471,3553.04,Captured
2200,2200,Visa,2024-07-06 02:35:13.158944,3846.8999999999996,Captured
2201,2201,PayPal,2020-12-19 08:36:54.180955,4904.65,Captured
2202,2202,Stripe,2022-09-13 22:01:53.807539,5526.65,Captured
2203,2203,Stripe,2022-06-24 21:12:12.047654,3290.0,Captured
2204,2204,Stripe,2022-10-06 02:57:31.497784,5978.47,Captured
2205,2205,Visa,2022-01-07 15:17:44.095132,5994.92,Captured
2206,2206,Visa,2021-12-24 08:36:56.531117,4808.37,Captured
2207,2207,Mastercard,2024-10-10 03:11:47.158461,8523.34,Captured
2208,2208,PayPal,2023-08-02 10:31:49.209815,1192.14,Captured
2209,2209,PayPal,2021-10-18 22:01:29.233364,9052.7,Captured
2210,2210,Stripe,2025-02-17 08:27:20.746305,2190.19,Captured
2211,2211,PayPal,2024-05-21 21:22:11.197283,884.49,Captured
2212,2212,Visa,2022-11-20 13:09:12.290297,3774.72,Captured
2213,2213,Mastercard,2023-01-11 15:28:28.462466,5842.339999999999,Captured
2214,2214,Visa,2022-04-10 02:48:18.338954,2757.72,Captured
2215,2215,Visa,2025-05-04 16:04:31.199489,2032.44,Captured
2216,2216,PayPal,2021-02-13 23:35:30.857336,4778.33,Captured
2217,2217,Visa,2021-10-06 13:40:53.177052,1609.1,Captured
2218,2218,Stripe,2022-10-27 13:01:12.606273,1641.12,Captured
2219,2219,Mastercard,2025-01-07 04:55:05.720428,3278.1799999999994,Captured
2220,2220,Stripe,2024-04-01 06:57:34.937648,228.51,Captured
2221,2221,Mastercard,2022-06-30 16:36:16.206366,6756.040000000001,Captured
2222,2222,Visa,2020-03-01 17:53:24.559188,3556.72,Captured
2223,2223,Visa,2022-06-17 15:06:29.371401,4222.92,Captured
2224,2224,PayPal,2023-01-17 08:45:09.506923,2742.17,Captured
2225,2225,Visa,2020-12-23 06:59:49.360184,7325.91,Captured
2226,2226,Mastercard,2024-07-18 17:41:31.116888,3628.8999999999996,Captured
2227,2227,Visa,2020-04-13 18:10:24.888118,836.58,Captured
2228,2228,Stripe,2023-10-02 01:56:11.932981,25.08,Captured
2229,2229,Visa,2022-03-12 23:43:51.529898,1273.45,Captured
2230,2230,Mastercard,2021-01-10 23:54:03.559439,1307.75,Captured
2231,2231,PayPal,2022-06-05 15:32:57.546213,4506.1900000000005,Captured
2232,2232,Visa,2021-07-08 02:16:57.216052,941.42,Captured
2233,2233,Visa,2024-12-20 08:54:51.260286,2367.6099999999997,Captured
2234,2234,Visa,2022-09-08 04:44:43.002216,737.25,Captured
2235,2235,Mastercard,2020-05-06 17:40:31.527725,6660.15,Captured
2236,2236,Visa,2023-05-15 16:39:09.329290,5804.330000000001,Captured
2237,2237,Visa,2022-12-27 08:29:08.609003,4320.9,Captured
2238,2238,Mastercard,2021-04-26 00:55:06.016749,5558.299999999999,Captured
2239,2239,Visa,2021-08-22 23:14:28.037804,2482.84,Captured
2240,2240,PayPal,2021-04-02 06:21:09.221341,1984.4499999999998,Captured
2241,2241,Mastercard,2022-04-24 05:16:54.630792,4644.56,Captured
2242,2242,Visa,2025-01-31 19:29:09.401131,5266.35,Captured
2243,2243,Visa,2020-08-30 15:40:55.946682,3732.01,Captured
2244,2244,Mastercard,2022-01-14 12:57:08.076903,1997.0100000000002,Captured
2245,2245,Mastercard,2025-02-23 01:12:13.091414,4085.82,Captured
2246,2246,Stripe,2021-07-08 04:14:06.470490,7457.95,Captured
2247,2247,Stripe,2020-04-09 03:20:38.263083,5356.82,Captured
2248,2248,PayPal,2020-11-29 18:07:01.555112,9349.64,Captured
2249,2249,PayPal,2023-12-08 10:24:19.016496,8871.21,Captured
2250,2250,Stripe,2024-05-31 19:59:49.489844,4079.0,Captured
2251,2251,PayPal,2024-09-26 06:41:30.457210,5985.360000000001,Captured
2252,2252,Stripe,2021-11-29 16:37:53.719284,1584.46,Captured
2253,2253,Mastercard,2022-05-25 16:54:50.969543,2615.2399999999993,Captured
2254,2254,Visa,2021-10-04 01:28:22.202905,8123.8099999999995,Captured
2255,2255,PayPal,2020-05-24 04:01:29.988698,3932.88,Captured
2256,2256,Mastercard,2025-02-14 02:27:40.283299,1539.92,Captured
2257,2257,Mastercard,2020-09-06 11:25:00.621079,1138.3400000000001,Captured
2258,2258,Visa,2020-12-20 08:28:11.114774,4784.62,Captured
2259,2259,Visa,2020-04-19 19:14:57.251090,2427.42,Captured
2260,2260,PayPal,2020-11-02 18:23:03.585075,4595.09,Captured
2261,2261,Mastercard,2023-05-24 10:57:13.897105,2607.51,Captured
2262,2262,PayPal,2024-07-06 21:45:29.846232,3310.7,Captured
2263,2263,Stripe,2022-03-09 21:46:14.568342,4085.91,Captured
2264,2264,Mastercard,2023-08-16 14:21:43.639950,5036.64,Captured
2265,2265,Stripe,2023-05-20 06:04:04.571803,645.1,Captured
2266,2266,Stripe,2025-05-15 22:54:13.588076,1318.8,Captured
2267,2267,Stripe,2024-01-23 12:12:00.264063,6756.219999999999,Captured
2268,2268,PayPal,2024-02-11 05:16:43.710750,3429.2700000000004,Captured
2269,2269,Mastercard,2020-11-20 05:34:10.906084,5164.379999999999,Captured
2270,2270,Visa,2023-10-21 05:22:54.357787,477.4,Captured
2271,2271,Visa,2021-11-27 21:08:02.352749,1287.06,Captured
2272,2272,PayPal,2024-04-07 06:02:35.439836,5019.110000000001,Captured
2273,2273,Stripe,2023-08-08 14:04:58.566455,852.62,Captured
2274,2274,Visa,2024-09-01 22:21:59.429080,5575.669999999999,Captured
2275,2275,Mastercard,2023-08-01 09:51:57.423812,4927.4400000000005,Captured
2276,2276,Mastercard,2023-01-14 00:33:58.447028,6416.74,Captured
2277,2277,PayPal,2023-01-27 15:33:56.569951,1032.27,Captured
2278,2278,Visa,2020-05-29 07:33:27.988755,2822.83,Captured
2279,2279,Mastercard,2024-01-14 09:58:15.953757,3975.0200000000004,Captured
2280,2280,Visa,2020-10-05 00:09:28.614343,4569.37,Captured
2281,2281,Stripe,2023-05-07 16:22:18.660451,4514.78,Captured
2282,2282,PayPal,2021-10-03 16:30:17.422618,68.88,Captured
2283,2283,Visa,2024-04-02 03:52:15.186153,3448.39,Captured
2284,2284,PayPal,2022-08-14 08:35:19.727498,3193.77,Captured
2285,2285,Visa,2023-07-24 17:07:29.504869,7700.76,Captured
2286,2286,Visa,2022-04-29 23:56:22.726973,2529.9900000000002,Captured
2287,2287,Visa,2022-12-31 04:50:05.374308,723.61,Captured
2288,2288,Stripe,2024-07-06 21:11:12.742338,1519.6,Captured
2289,2289,PayPal,2021-09-10 22:52:05.143173,3699.75,Captured
2290,2290,PayPal,2021-04-03 23:30:00.415884,3456.1800000000003,Captured
2291,2291,Mastercard,2021-11-20 22:52:13.636398,1248.96,Captured
2292,2292,Stripe,2022-06-15 13:50:29.796536,658.53,Captured
2293,2293,Stripe,2022-02-09 02:55:23.381953,4026.37,Captured
2294,2294,Visa,2021-12-16 10:40:32.825112,3593.8900000000003,Captured
2295,2295,Stripe,2020-07-27 02:01:32.354942,4469.01,Captured
2296,2296,Visa,2024-05-14 14:22:42.821497,2034.5,Captured
2297,2297,Mastercard,2021-05-10 02:38:12.542457,381.1,Captured
2298,2298,Stripe,2022-08-10 17:37:06.990765,3608.6600000000008,Captured
2299,2299,Stripe,2025-03-05 01:06:03.279643,7583.299999999999,Captured
2300,2300,PayPal,2020-11-20 15:28:05.544246,4707.7300000000005,Captured
2301,2301,PayPal,2021-12-10 01:06:56.690468,1524.2199999999998,Captured
2302,2302,Stripe,2021-11-01 11:15:02.748866,4746.32,Captured
2303,2303,PayPal,2023-07-07 16:08:32.986412,1926.6,Captured
2304,2304,Stripe,2020-03-04 14:52:01.616300,713.8,Captured
2305,2305,Mastercard,2023-11-15 01:04:41.223931,1301.3,Captured
2306,2306,PayPal,2020-12-05 10:05:04.052561,580.08,Captured
2307,2307,Stripe,2020-08-09 17:48:45.524920,234.48,Captured
2308,2308,Mastercard,2024-07-02 10:30:18.293734,2382.97,Captured
2309,2309,Visa,2023-03-02 10:41:37.352871,1762.1999999999998,Captured
2310,2310,Visa,2020-04-14 09:03:21.162155,2252.46,Captured
2311,2311,PayPal,2020-07-28 07:14:42.002428,9393.17,Captured
2312,2312,Mastercard,2020-04-26 15:32:17.504080,5113.200000000001,Captured
2313,2313,PayPal,2024-09-16 16:42:39.453994,979.4499999999999,Captured
2314,2314,Visa,2024-05-06 11:16:36.720984,4038.84,Captured
2315,2315,PayPal,2023-09-11 02:28:11.638895,6437.62,Captured
2316,2316,Stripe,2021-01-01 13:07:50.580956,5422.43,Captured
2317,2317,Mastercard,2022-11-29 00:50:48.106127,6354.450000000001,Captured
2318,2318,Mastercard,2022-04-20 15:53:23.613533,12168.59,Captured
2319,2319,Stripe,2024-11-18 19:53:43.142786,2112.42,Captured
2320,2320,Stripe,2025-04-11 20:33:45.699336,671.57,Captured
2321,2321,Visa,2023-08-18 15:07:50.433472,5378.5199999999995,Captured
2322,2322,Visa,2023-02-11 03:32:30.788909,678.01,Captured
2323,2323,Mastercard,2024-02-12 16:13:52.353133,10805.12,Captured
2324,2324,Visa,2022-04-29 11:15:22.465231,150.5,Captured
2325,2325,Mastercard,2021-11-02 06:43:26.105091,1379.84,Captured
2326,2326,PayPal,2024-02-25 03:27:53.410877,2528.82,Captured
2327,2327,PayPal,2021-01-15 07:45:14.213991,4563.33,Captured
2328,2328,Stripe,2022-11-08 23:04:37.640756,3970.5499999999997,Captured
2329,2329,PayPal,2023-01-02 01:08:12.980476,5690.2,Captured
2330,2330,Visa,2020-10-14 09:30:41.409811,2292.66,Captured
2331,2331,Mastercard,2023-06-17 02:12:21.680241,4306.24,Captured
2332,2332,Visa,2024-12-17 05:51:11.677147,8498.519999999999,Captured
2333,2333,Mastercard,2023-10-23 19:35:58.314909,1254.56,Captured
2334,2334,PayPal,2021-10-06 12:03:52.459360,4378.33,Captured
2335,2335,Stripe,2022-12-17 23:05:57.642555,1944.4099999999999,Captured
2336,2336,Mastercard,2024-10-04 02:32:47.157887,7800.41,Captured
2337,2337,Mastercard,2024-07-03 18:58:47.888002,271.6,Captured
2338,2338,PayPal,2021-08-07 07:34:59.803704,391.68,Captured
2339,2339,Visa,2025-04-08 13:08:36.395815,2847.12,Captured
2340,2340,Stripe,2022-11-02 05:15:03.636165,603.24,Captured
2341,2341,Stripe,2020-10-16 15:11:57.456098,1811.68,Captured
2342,2342,Mastercard,2020-04-17 18:11:36.305481,2038.1,Captured
2343,2343,Mastercard,2021-12-12 20:46:36.241661,4540.56,Captured
2344,2344,Mastercard,2021-02-03 07:13:31.817457,374.22,Captured
2345,2345,Stripe,2022-12-08 20:37:56.808945,2215.35,Captured
2346,2346,Stripe,2024-07-06 01:30:00.137162,3819.6,Captured
2347,2347,Mastercard,2025-02-02 15:04:22.920710,2647.07,Captured
2348,2348,Stripe,2023-06-25 11:38:09.585331,6572.01,Captured
2349,2349,Mastercard,2020-11-29 01:23:02.512856,904.7,Captured
2350,2350,Visa,2022-07-23 17:25:05.270448,1714.59,Captured
2351,2351,Visa,2023-05-24 17:16:52.486544,6650.72,Captured
2352,2352,Mastercard,2024-06-10 11:06:21.180101,493.21000000000004,Captured
2353,2353,Stripe,2022-02-14 16:23:09.340226,3227.63,Captured
2354,2354,Stripe,2021-10-14 02:49:23.892620,3806.08,Captured
2355,2355,Stripe,2020-03-19 16:03:44.187426,706.08,Captured
2356,2356,PayPal,2024-11-05 03:15:28.901819,297.29999999999995,Captured
2357,2357,Visa,2024-02-02 05:51:20.124080,6206.209999999999,Captured
2358,2358,Stripe,2025-01-27 19:39:15.235813,109.5,Captured
2359,2359,Mastercard,2024-07-24 00:11:34.534931,3054.7400000000002,Captured
2360,2360,PayPal,2023-06-22 06:15:03.758718,2759.28,Captured
2361,2361,Stripe,2024-03-27 21:50:53.873672,906.71,Captured
2362,2362,PayPal,2023-11-27 14:37:48.749391,2909.9800000000005,Captured
2363,2363,Mastercard,2022-07-21 10:09:50.656730,3917.1200000000003,Captured
2364,2364,Mastercard,2024-05-23 23:38:56.237452,1719.8899999999999,Captured
2365,2365,Stripe,2024-03-08 03:47:06.600605,2807.0299999999997,Captured
2366,2366,Mastercard,2023-02-27 04:19:42.825776,5549.86,Captured
2367,2367,Visa,2020-07-12 01:02:00.175586,5502.06,Captured
2368,2368,Mastercard,2024-08-14 11:59:52.959356,3689.71,Captured
2369,2369,Stripe,2024-04-08 14:10:32.156578,786.82,Captured
2370,2370,Stripe,2023-11-22 19:12:48.868237,4886.49,Captured
2371,2371,Stripe,2022-05-05 10:28:39.371444,3039.27,Captured
2372,2372,PayPal,2022-12-08 18:19:24.235268,3407.97,Captured
2373,2373,Stripe,2020-10-18 22:59:10.067693,1155.9099999999999,Captured
2374,2374,PayPal,2022-01-09 18:32:30.514440,1922.06,Captured
2375,2375,Visa,2021-01-02 21:28:45.502997,4531.24,Captured
2376,2376,PayPal,2023-08-16 18:03:27.299783,5741.870000000001,Captured
2377,2377,Mastercard,2022-09-13 08:54:14.355207,11052.399999999998,Captured
2378,2378,PayPal,2022-02-12 07:46:05.138673,5535.73,Captured
2379,2379,Mastercard,2023-09-22 07:04:50.364308,2983.6400000000003,Captured
2380,2380,Stripe,2020-09-15 19:26:22.668484,2729.34,Captured
2381,2381,Mastercard,2022-10-23 11:06:10.457947,2706.77,Captured
2382,2382,Mastercard,2023-08-22 13:19:39.124051,4420.93,Captured
2383,2383,Mastercard,2021-04-27 01:52:01.002290,422.74,Captured
2384,2384,PayPal,2022-11-11 08:27:01.534237,4048.58,Captured
