inventory_id,product_id,quantity_available,reorder_level,last_updated
4102,4102,103,27,2025-03-11 08:16:45.013244
4103,4103,278,20,2025-01-15 05:09:56.262359
4104,4104,238,37,2025-04-22 06:48:34.090529
4105,4105,215,23,2025-02-19 07:06:27.758551
4106,4106,290,32,2025-02-06 11:05:59.645034
4107,4107,71,36,2025-03-06 14:01:31.049049
4108,4108,232,43,2025-02-06 18:32:11.628897
4109,4109,24,36,2025-02-24 23:46:58.573484
4110,4110,217,26,2025-02-11 22:35:31.325148
4111,4111,54,37,2025-03-02 11:41:15.469749
4112,4112,153,49,2025-04-01 18:12:46.551799
4113,4113,53,49,2025-05-10 20:41:08.753820
4114,4114,292,31,2025-02-07 04:19:38.553363
4115,4115,40,30,2025-05-02 17:08:13.376010
4116,4116,138,22,2025-01-18 09:52:55.181821
4117,4117,178,32,2025-02-12 19:15:38.879623
4118,4118,231,23,2025-02-02 13:29:10.033045
4119,4119,165,31,2025-03-30 19:12:40.394086
4120,4120,193,22,2025-01-07 05:00:07.556507
4121,4121,41,47,2025-04-27 22:44:14.523982
4122,4122,241,45,2025-02-02 22:20:44.195730
4123,4123,80,35,2025-02-16 18:45:05.630651
4124,4124,174,33,2025-04-13 16:48:54.861216
4125,4125,79,37,2025-01-01 12:17:00.933238
4126,4126,154,20,2025-04-14 09:01:18.568062
4127,4127,102,46,2025-03-05 11:46:59.181467
4128,4128,193,25,2025-03-13 02:44:39.702609
4129,4129,63,47,2025-02-13 17:34:44.030684
4130,4130,168,29,2025-01-18 18:13:12.207857
4131,4131,153,44,2025-01-17 06:08:37.616255
4132,4132,180,36,2025-04-25 09:56:47.731864
4133,4133,76,39,2025-01-24 00:45:15.304192
4134,4134,69,23,2025-04-10 14:59:24.587998
4135,4135,113,29,2025-02-02 06:06:11.655759
4136,4136,277,21,2025-02-18 07:29:00.664145
4137,4137,269,33,2025-01-22 06:37:42.150677
4138,4138,117,27,2025-03-31 13:16:42.728227
4139,4139,139,31,2025-01-17 17:38:25.664204
4140,4140,85,47,2025-03-06 05:41:31.249330
4141,4141,0,37,2025-01-30 17:35:05.040087
4142,4142,285,32,2025-03-19 19:18:26.742759
4143,4143,191,46,2025-02-20 08:19:05.563143
4144,4144,161,27,2025-03-02 05:45:19.803983
4145,4145,150,27,2025-01-07 14:02:34.489310
4146,4146,187,32,2025-01-13 12:13:43.906163
4147,4147,120,22,2025-03-21 23:08:31.723603
4148,4148,239,28,2025-03-05 11:38:04.800763
4149,4149,182,43,2025-05-15 07:24:00.255638
4150,4150,44,26,2025-03-28 23:59:11.522065
4151,4151,67,31,2025-05-10 07:10:48.406938
4152,4152,68,20,2025-05-04 10:58:29.832888
4153,4153,108,31,2025-03-22 14:46:50.706506
4154,4154,48,42,2025-04-10 15:35:48.636667
4155,4155,14,41,2025-01-03 22:57:50.171522
4156,4156,51,38,2025-03-31 18:56:37.636904
4157,4157,203,43,2025-03-10 05:00:51.880899
4158,4158,213,28,2025-05-06 11:22:43.665296
4159,4159,58,38,2025-02-03 15:29:07.568879
4160,4160,234,34,2025-04-28 17:03:58.643335
4161,4161,25,24,2025-01-07 11:15:24.018348
4162,4162,167,44,2025-01-17 23:33:11.082633
4163,4163,26,41,2025-05-06 16:27:57.114797
4164,4164,92,22,2025-02-15 22:11:56.645304
4165,4165,34,22,2025-04-02 16:15:37.683020
4166,4166,116,25,2025-04-01 15:33:57.045289
4167,4167,91,29,2025-05-03 14:27:06.149032
4168,4168,142,42,2025-01-22 03:15:17.363793
4169,4169,269,33,2025-01-07 14:43:46.187133
4170,4170,15,37,2025-03-11 04:45:31.672356
4171,4171,8,36,2025-01-02 10:37:39.303853
4172,4172,97,21,2025-01-14 09:07:31.003876
4173,4173,254,32,2025-02-19 14:07:47.258850
4174,4174,177,25,2025-01-10 09:46:45.440781
4175,4175,58,44,2025-03-06 20:16:51.445191
4176,4176,274,37,2025-02-19 09:23:06.520569
4177,4177,256,22,2025-04-02 21:15:22.867883
4178,4178,129,33,2025-03-06 01:09:21.664206
4179,4179,205,23,2025-01-02 02:08:31.595186
4180,4180,220,44,2025-05-15 11:28:27.366667
4181,4181,15,46,2025-02-18 03:20:04.949327
4182,4182,5,40,2025-04-26 11:42:49.990566
4183,4183,269,30,2025-01-28 07:51:06.575342
4184,4184,185,27,2025-01-29 13:23:47.089424
4185,4185,161,35,2025-01-02 21:56:33.947504
4186,4186,101,26,2025-01-11 10:26:11.824226
4187,4187,87,25,2025-02-27 22:09:54.685846
4188,4188,171,47,2025-02-17 17:20:04.947644
4189,4189,267,27,2025-01-14 11:12:01.798752
4190,4190,258,27,2025-05-10 17:02:47.775802
4191,4191,50,41,2025-02-25 17:52:43.358559
4192,4192,51,27,2025-03-01 17:56:03.749840
4193,4193,42,43,2025-01-11 04:33:55.989130
4194,4194,172,41,2025-01-20 11:48:32.938796
4195,4195,4,27,2025-05-03 13:57:33.749276
4196,4196,197,46,2025-04-17 03:34:44.300242
4197,4197,52,23,2025-03-05 01:40:37.913835
4198,4198,297,31,2025-05-14 20:55:27.463900
4199,4199,249,33,2025-01-27 23:16:34.046095
4200,4200,139,36,2025-03-09 17:48:22.607083
4201,4201,283,29,2025-02-03 12:22:53.045099
4202,4202,206,32,2025-04-14 21:28:02.437958
4203,4203,13,28,2025-02-12 16:29:18.165997
4204,4204,225,39,2025-01-09 06:22:19.169765
4205,4205,124,21,2025-04-23 13:16:43.868320
4206,4206,161,26,2025-02-28 19:17:30.998286
4207,4207,239,34,2025-02-06 05:11:46.754570
4208,4208,131,42,2025-03-24 20:30:27.572973
4209,4209,52,25,2025-03-01 04:45:39.476868
4210,4210,16,48,2025-04-01 09:58:06.562694
4211,4211,237,26,2025-02-09 07:21:11.553847
4212,4212,194,33,2025-02-25 15:31:25.776150
4213,4213,167,47,2025-02-08 04:41:53.460586
4214,4214,0,38,2025-03-23 20:36:37.734772
4215,4215,112,30,2025-03-27 08:30:26.447867
4216,4216,79,24,2025-02-23 03:10:31.957743
4217,4217,32,43,2025-01-12 18:39:24.518038
4218,4218,51,33,2025-02-03 13:04:58.032812
4219,4219,260,26,2025-01-21 05:32:15.200230
4220,4220,124,35,2025-02-06 10:35:42.958161
4221,4221,218,27,2025-01-04 10:39:23.958394
4222,4222,155,35,2025-03-02 02:59:26.103322
4223,4223,171,29,2025-04-14 19:38:46.129145
4224,4224,182,49,2025-03-22 05:54:37.849551
4225,4225,9,25,2025-01-05 15:58:23.389367
4226,4226,207,44,2025-03-09 07:31:20.723519
4227,4227,190,35,2025-02-07 04:41:52.726827
4228,4228,101,49,2025-01-31 06:52:51.173552
4229,4229,114,49,2025-05-07 04:08:15.074638
4230,4230,152,47,2025-01-05 16:56:46.996335
4231,4231,183,32,2025-02-11 01:41:49.094457
4232,4232,89,38,2025-04-17 00:16:11.503167
4233,4233,292,28,2025-04-23 07:39:35.000699
4234,4234,31,32,2025-03-13 20:02:13.091972
4235,4235,0,32,2025-04-08 13:41:42.776135
4236,4236,110,38,2025-02-02 17:16:57.216664
4237,4237,69,21,2025-04-09 05:45:27.473648
4238,4238,146,42,2025-02-20 19:51:53.551683
4239,4239,218,49,2025-01-11 11:49:16.388885
4240,4240,143,21,2025-01-29 22:00:37.009430
4241,4241,176,41,2025-02-04 06:25:26.060300
4242,4242,105,25,2025-04-29 03:58:58.339906
4243,4243,220,37,2025-04-30 19:53:15.395859
4244,4244,263,39,2025-04-28 10:28:23.002834
4245,4245,283,49,2025-01-15 09:47:32.056027
4246,4246,58,46,2025-02-13 21:39:27.441843
4247,4247,252,48,2025-03-30 10:39:34.996366
4248,4248,149,45,2025-04-18 17:12:53.469679
4249,4249,133,34,2025-05-07 18:22:40.322977
4250,4250,79,45,2025-01-18 19:24:02.173156
4251,4251,113,21,2025-05-14 14:08:08.787755
4252,4252,104,24,2025-04-07 13:30:22.441324
4253,4253,75,38,2025-03-04 05:14:12.753136
4254,4254,146,45,2025-05-16 14:23:08.914022
4255,4255,181,31,2025-03-22 14:23:16.449750
4256,4256,222,44,2025-02-02 15:55:15.899473
4257,4257,123,35,2025-04-21 23:57:04.316013
4258,4258,236,30,2025-03-02 08:20:18.105681
4259,4259,280,27,2025-04-22 10:38:32.841988
4260,4260,166,23,2025-05-10 16:23:58.821437
4261,4261,179,47,2025-03-22 04:58:13.026135
4262,4262,131,47,2025-01-13 09:39:14.839929
4263,4263,150,43,2025-05-09 01:33:39.941712
4264,4264,128,34,2025-01-05 13:31:59.219250
4265,4265,111,27,2025-04-12 02:18:35.851901
4266,4266,26,28,2025-04-07 18:55:41.556335
4267,4267,244,32,2025-03-22 01:43:59.283854
4268,4268,34,32,2025-01-05 02:04:20.014777
4269,4269,110,35,2025-01-13 17:41:56.559959
4270,4270,240,26,2025-04-15 22:32:35.073298
4271,4271,176,27,2025-02-07 15:22:30.515314
4272,4272,265,42,2025-03-21 20:23:51.663980
4273,4273,173,48,2025-01-18 06:48:10.319884
4274,4274,146,45,2025-01-28 12:58:32.985359
4275,4275,61,23,2025-02-20 07:37:31.162585
4276,4276,113,28,2025-02-03 22:12:52.880125
4277,4277,28,25,2025-04-08 16:56:27.499960
4278,4278,146,26,2025-03-19 07:25:52.163241
4279,4279,147,37,2025-02-23 19:12:26.869142
4280,4280,181,27,2025-04-26 01:59:34.386169
4281,4281,246,45,2025-05-11 16:56:10.123845
4282,4282,221,20,2025-02-18 15:16:00.437690
4283,4283,171,44,2025-05-06 17:09:46.236848
4284,4284,188,37,2025-02-23 02:42:08.722928
4285,4285,262,42,2025-02-01 10:26:57.945828
4286,4286,208,35,2025-04-07 23:10:40.141780
4287,4287,186,28,2025-02-20 03:46:02.927071
4288,4288,47,27,2025-04-05 04:37:25.689962
4289,4289,205,31,2025-01-29 14:49:06.947469
4290,4290,54,23,2025-04-21 18:36:25.376800
4291,4291,128,41,2025-04-30 02:25:02.702155
4292,4292,170,33,2025-02-26 17:07:17.153372
4293,4293,190,36,2025-02-24 20:17:42.409914
4294,4294,35,42,2025-04-02 11:33:19.293866
4295,4295,180,32,2025-05-02 06:57:53.948875
4296,4296,218,42,2025-01-12 08:51:36.482089
4297,4297,133,24,2025-02-02 08:46:33.665944
4298,4298,118,38,2025-02-06 09:31:10.564149
4299,4299,240,39,2025-05-04 15:13:06.919195
4300,4300,21,23,2025-02-09 23:32:04.238904
4301,4301,157,33,2025-03-04 07:44:43.946996
4302,4302,175,43,2025-05-06 12:15:22.043601
4303,4303,281,35,2025-02-19 15:52:43.960937
4304,4304,163,45,2025-02-19 15:09:52.447685
4305,4305,193,39,2025-03-28 22:25:28.461647
4306,4306,146,36,2025-01-08 22:03:45.172772
4307,4307,70,24,2025-01-24 09:40:37.431263
4308,4308,28,36,2025-01-14 06:02:08.173721
4309,4309,128,40,2025-02-10 09:23:46.341336
4310,4310,297,32,2025-04-11 05:33:22.637297
4311,4311,275,34,2025-04-08 06:22:11.406298
4312,4312,235,33,2025-01-10 00:02:57.718733
4313,4313,241,29,2025-03-31 21:12:28.309902
4314,4314,221,40,2025-03-14 15:45:46.645925
4315,4315,38,45,2025-05-08 15:33:46.591527
4316,4316,180,48,2025-04-30 12:09:27.966557
4317,4317,105,31,2025-01-24 22:02:16.401629
4318,4318,166,30,2025-04-08 16:31:36.934830
4319,4319,164,45,2025-02-28 05:07:43.849869
4320,4320,151,34,2025-01-02 18:21:25.096841
4321,4321,2,28,2025-02-23 01:18:03.890342
4322,4322,12,48,2025-04-18 06:27:06.286135
4323,4323,68,25,2025-02-02 02:32:12.092623
4324,4324,251,41,2025-01-15 15:08:44.892354
4325,4325,37,30,2025-02-28 16:57:52.800194
4326,4326,285,40,2025-02-03 04:49:22.922945
4327,4327,271,45,2025-02-12 11:58:37.641541
4328,4328,297,23,2025-05-13 10:09:29.311028
4329,4329,283,44,2025-04-02 22:39:48.120496
4330,4330,195,41,2025-01-20 01:02:45.380615
4331,4331,290,45,2025-04-08 14:15:37.135094
4332,4332,130,34,2025-05-10 16:01:25.673186
4333,4333,122,26,2025-03-30 16:19:50.362308
4334,4334,37,25,2025-01-29 01:23:17.623122
4335,4335,262,35,2025-04-12 17:28:19.032123
4336,4336,264,24,2025-03-19 09:42:14.779194
4337,4337,296,33,2025-03-15 15:10:51.927193
4338,4338,146,39,2025-02-19 00:59:01.227531
4339,4339,161,41,2025-04-04 16:49:56.418256
4340,4340,76,25,2025-03-16 10:58:11.665740
4341,4341,274,37,2025-03-11 20:49:36.986134
4342,4342,124,21,2025-03-24 10:41:03.143746
4343,4343,210,36,2025-03-13 12:32:36.264916
4344,4344,247,27,2025-01-10 14:15:37.788865
4345,4345,141,44,2025-04-01 03:38:44.226303
4346,4346,194,48,2025-02-16 16:27:25.784807
4347,4347,291,34,2025-02-15 01:50:05.347260
4348,4348,171,32,2025-03-08 09:34:28.537466
4349,4349,256,40,2025-03-22 21:22:15.511950
4350,4350,126,43,2025-05-15 22:02:41.747927
4351,4351,292,28,2025-01-04 17:49:05.868078
4352,4352,295,23,2025-01-15 20:40:10.788979
4353,4353,284,43,2025-01-29 10:08:54.536791
4354,4354,13,33,2025-01-12 18:33:40.078296
4355,4355,296,41,2025-03-30 11:27:25.977761
4356,4356,116,46,2025-01-26 05:06:08.802480
4357,4357,66,23,2025-01-22 07:31:55.800920
4358,4358,101,44,2025-02-14 00:03:32.841305
4359,4359,155,34,2025-01-15 10:32:02.267552
4360,4360,100,37,2025-02-11 09:45:38.119819
4361,4361,152,36,2025-03-11 10:18:22.043068
4362,4362,240,39,2025-01-12 17:42:18.472388
4363,4363,254,38,2025-03-29 03:23:00.046177
4364,4364,3,24,2025-02-11 19:38:46.110214
4365,4365,101,41,2025-02-22 15:24:01.944290
4366,4366,244,44,2025-04-18 12:41:04.683573
4367,4367,15,36,2025-05-06 00:19:57.570060
4368,4368,18,38,2025-01-11 10:31:45.169312
4369,4369,98,24,2025-01-06 21:30:34.876659
4370,4370,164,24,2025-01-29 22:24:04.194191
4371,4371,236,48,2025-04-08 09:35:08.290264
4372,4372,65,34,2025-03-30 18:26:35.234480
4373,4373,189,22,2025-03-17 09:07:32.470604
4374,4374,185,28,2025-03-29 02:41:33.534024
4375,4375,211,33,2025-03-30 03:00:04.604537
4376,4376,34,23,2025-05-16 16:32:43.351463
4377,4377,146,31,2025-01-04 04:32:06.910439
4378,4378,240,23,2025-03-12 23:20:10.402387
4379,4379,110,26,2025-01-12 02:28:05.400907
4380,4380,202,31,2025-01-26 00:24:58.319044
4381,4381,167,31,2025-05-01 00:40:22.149078
4382,4382,217,42,2025-04-13 04:16:58.842763
4383,4383,33,46,2025-05-13 04:46:31.058420
4384,4384,81,32,2025-02-21 12:10:22.534627
4385,4385,255,36,2025-02-05 15:56:26.826010
4386,4386,98,45,2025-02-15 19:24:32.161028
4387,4387,60,44,2025-02-28 06:23:14.811458
4388,4388,146,20,2025-04-11 19:34:17.716192
4389,4389,182,35,2025-03-01 03:04:45.217929
4390,4390,19,34,2025-03-31 11:07:07.741052
4391,4391,223,22,2025-02-05 05:52:02.076727
4392,4392,163,42,2025-02-14 14:30:47.683438
4393,4393,152,23,2025-04-13 13:35:22.241554
4394,4394,155,35,2025-01-29 17:20:16.138451
4395,4395,266,26,2025-01-15 03:46:58.180430
4396,4396,255,48,2025-02-10 23:46:48.477059
4397,4397,210,40,2025-01-08 00:13:52.130587
4398,4398,34,46,2025-04-23 02:27:17.680485
4399,4399,187,25,2025-03-05 17:01:34.180520
4400,4400,67,37,2025-05-12 19:33:49.392754
4401,4401,149,28,2025-01-02 02:24:38.547837
4402,4402,289,48,2025-01-25 09:48:58.312688
4403,4403,180,29,2025-03-27 09:40:34.550078
4404,4404,172,40,2025-04-16 05:04:43.461916
4405,4405,78,34,2025-02-27 08:59:59.264525
4406,4406,149,30,2025-04-09 21:31:27.196065
4407,4407,92,47,2025-03-01 20:44:58.194462
4408,4408,53,33,2025-04-27 09:20:31.192179
4409,4409,283,40,2025-01-24 15:11:23.947153
4410,4410,202,45,2025-04-07 00:05:14.928102
4411,4411,128,30,2025-01-16 16:02:24.625878
4412,4412,190,32,2025-04-05 20:19:47.901989
4413,4413,122,40,2025-05-13 18:10:03.244426
4414,4414,92,36,2025-02-27 12:21:40.292691
4415,4415,268,39,2025-04-20 18:18:11.492008
4416,4416,256,33,2025-02-16 18:25:11.537131
4417,4417,9,35,2025-04-09 09:17:37.247328
4418,4418,174,40,2025-03-18 09:18:51.163659
4419,4419,211,48,2025-01-10 18:48:47.715460
4420,4420,12,38,2025-05-05 03:40:31.414095
4421,4421,0,20,2025-02-09 07:09:59.022013
4422,4422,292,36,2025-03-10 01:27:13.286152
4423,4423,187,38,2025-02-04 11:41:38.212016
4424,4424,64,34,2025-02-15 17:17:04.195336
4425,4425,94,24,2025-04-14 01:23:24.024617
4426,4426,70,48,2025-03-11 13:35:16.119665
4427,4427,116,49,2025-03-22 11:57:29.143496
4428,4428,229,42,2025-03-13 07:34:24.576370
4429,4429,119,30,2025-02-24 00:34:40.608031
4430,4430,62,32,2025-03-20 20:38:00.158657
4431,4431,71,37,2025-01-29 03:31:49.549598
4432,4432,29,29,2025-01-11 03:20:46.230909
4433,4433,220,31,2025-03-03 15:34:13.218142
4434,4434,89,45,2025-03-20 01:38:05.021433
4435,4435,102,31,2025-05-04 17:09:29.616945
4436,4436,7,22,2025-03-21 01:43:13.278854
4437,4437,191,31,2025-04-27 08:48:23.803229
4438,4438,15,30,2025-03-12 06:51:42.394315
4439,4439,126,35,2025-04-14 14:45:20.919878
4440,4440,163,42,2025-04-05 04:16:27.764721
4441,4441,244,21,2025-03-24 17:49:35.543151
4442,4442,45,45,2025-01-19 10:23:29.342650
4443,4443,250,46,2025-01-26 12:25:01.900388
4444,4444,91,21,2025-01-23 13:15:45.078473
4445,4445,222,21,2025-03-16 08:40:07.879599
4446,4446,21,25,2025-01-18 07:06:27.799069
4447,4447,245,30,2025-04-10 06:12:34.090576
4448,4448,55,33,2025-03-29 13:50:01.259024
4449,4449,47,37,2025-04-28 10:04:20.464867
4450,4450,106,46,2025-02-26 01:39:14.256342
4451,4451,4,46,2025-03-01 11:35:05.789256
4452,4452,263,21,2025-02-07 02:15:22.138218
4453,4453,11,26,2025-02-21 17:18:15.597289
4454,4454,44,45,2025-05-08 10:38:54.674664
4455,4455,259,47,2025-03-31 18:53:31.065586
4456,4456,71,31,2025-04-23 17:54:47.351280
4457,4457,33,45,2025-05-06 19:48:10.085032
4458,4458,230,36,2025-04-02 05:52:17.097256
4459,4459,122,44,2025-02-10 17:14:21.436393
4460,4460,113,38,2025-02-21 15:55:46.460716
4461,4461,297,48,2025-01-13 01:50:27.469620
4462,4462,290,42,2025-05-04 13:17:29.842752
4463,4463,53,37,2025-04-10 16:44:27.857507
4464,4464,52,33,2025-05-07 01:02:45.633763
4465,4465,36,21,2025-01-09 19:51:15.007337
4466,4466,147,47,2025-04-23 07:34:44.139920
4467,4467,96,31,2025-04-25 17:56:09.827292
4468,4468,61,29,2025-03-26 15:44:31.969481
4469,4469,24,46,2025-01-16 09:13:19.480072
4470,4470,166,46,2025-04-25 05:52:50.659893
4471,4471,291,45,2025-03-01 14:31:49.998575
4472,4472,193,21,2025-02-16 21:10:19.001361
4473,4473,89,32,2025-05-12 08:44:03.416207
4474,4474,157,35,2025-01-13 06:48:29.326860
4475,4475,178,20,2025-03-19 21:23:07.938104
4476,4476,196,40,2025-04-19 11:37:39.840632
4477,4477,257,43,2025-04-12 02:26:01.948279
4478,4478,187,44,2025-02-24 13:37:00.189923
4479,4479,138,31,2025-02-16 07:53:00.091726
4480,4480,88,21,2025-04-17 01:01:21.438897
4481,4481,89,21,2025-03-16 02:30:21.596935
4482,4482,67,49,2025-02-09 20:31:12.396533
4483,4483,25,32,2025-04-07 16:44:54.689453
4484,4484,291,35,2025-01-29 10:11:34.554745
4485,4485,182,28,2025-04-16 03:35:28.986474
4486,4486,203,45,2025-02-10 10:29:05.559041
4487,4487,291,24,2025-05-01 02:00:07.781708
4488,4488,143,46,2025-02-13 21:20:43.819242
4489,4489,269,42,2025-05-05 18:12:38.537946
4490,4490,209,40,2025-03-25 18:53:41.059180
4491,4491,137,32,2025-01-10 22:49:46.557918
4492,4492,220,48,2025-04-03 08:43:08.097908
4493,4493,42,44,2025-04-23 08:36:19.863721
4494,4494,231,24,2025-03-18 19:01:09.360080
4495,4495,174,38,2025-01-28 03:46:28.837186
4496,4496,193,46,2025-03-06 07:54:39.423873
4497,4497,265,49,2025-04-03 13:40:35.354751
4498,4498,215,32,2025-01-12 06:11:40.243748
4499,4499,21,27,2025-01-30 06:46:17.864329
4500,4500,82,44,2025-03-02 22:11:00.731025
4501,4501,155,35,2025-01-21 11:39:19.307814
4502,4502,69,37,2025-04-04 12:31:35.574358
4503,4503,44,34,2025-02-04 18:30:07.928426
4504,4504,2,26,2025-01-24 00:15:54.078498
4505,4505,75,33,2025-02-08 06:27:47.424202
4506,4506,103,41,2025-02-13 09:18:36.392011
4507,4507,63,35,2025-02-12 20:11:51.844606
4508,4508,240,35,2025-01-28 00:42:01.554396
4509,4509,268,21,2025-04-06 05:27:31.566330
4510,4510,269,49,2025-03-25 21:10:54.613485
4511,4511,136,43,2025-01-20 00:59:25.562959
4512,4512,201,23,2025-05-13 19:47:38.608107
4513,4513,278,40,2025-02-11 21:36:24.135079
4514,4514,59,47,2025-03-13 09:49:43.565028
4515,4515,271,22,2025-01-06 05:13:55.229150
4516,4516,25,21,2025-03-10 05:28:15.528435
4517,4517,106,45,2025-03-18 05:58:49.778075
4518,4518,60,47,2025-04-11 02:39:29.393505
4519,4519,52,45,2025-05-10 09:15:44.938853
4520,4520,9,35,2025-03-30 15:26:59.008452
4521,4521,229,29,2025-03-23 18:31:53.783619
4522,4522,126,42,2025-05-05 16:41:50.742959
4523,4523,8,44,2025-01-11 14:29:16.035069
4524,4524,63,32,2025-03-01 13:54:18.388400
4525,4525,231,32,2025-01-21 11:22:15.251358
4526,4526,196,25,2025-03-13 08:13:58.236971
4527,4527,149,46,2025-04-20 10:26:54.960202
4528,4528,134,25,2025-04-25 13:10:02.378013
4529,4529,254,44,2025-04-13 02:58:44.200009
4530,4530,163,47,2025-01-08 00:54:52.786297
4531,4531,239,33,2025-04-27 23:29:06.760991
4532,4532,253,35,2025-04-07 15:43:23.224414
4533,4533,56,43,2025-02-06 12:33:15.363669
4534,4534,288,49,2025-05-03 06:39:14.244238
4535,4535,153,20,2025-01-22 07:32:49.449494
4536,4536,170,46,2025-03-01 08:59:15.718226
4537,4537,229,22,2025-01-13 09:04:09.797021
4538,4538,20,21,2025-04-24 08:02:44.327409
4539,4539,71,40,2025-01-12 15:21:57.568550
4540,4540,166,49,2025-03-10 21:30:01.145773
4541,4541,66,31,2025-05-12 02:33:06.587650
4542,4542,247,36,2025-02-22 00:29:11.135927
4543,4543,34,32,2025-04-22 23:40:35.733569
4544,4544,16,33,2025-05-14 22:26:22.213763
4545,4545,49,25,2025-03-03 13:08:09.192884
4546,4546,253,45,2025-04-12 14:01:54.331717
4547,4547,136,23,2025-05-07 08:46:38.299337
4548,4548,198,46,2025-03-29 21:16:43.847099
4549,4549,221,37,2025-03-02 06:21:58.019156
4550,4550,257,32,2025-04-06 19:08:25.743521
4551,4551,86,42,2025-01-03 08:59:01.042872
4552,4552,180,22,2025-04-07 07:48:55.105855
4553,4553,97,25,2025-04-04 20:58:23.862292
4554,4554,256,35,2025-01-19 08:21:24.603217
4555,4555,180,46,2025-04-04 15:35:57.986275
4556,4556,246,42,2025-04-19 21:58:34.953573
4557,4557,165,42,2025-02-28 04:43:30.172259
4558,4558,15,25,2025-03-23 00:49:13.600166
4559,4559,72,29,2025-05-05 01:36:06.598521
4560,4560,12,24,2025-01-17 07:45:10.198864
4561,4561,294,20,2025-01-07 18:51:17.076710
4562,4562,21,43,2025-01-11 10:14:15.226469
4563,4563,173,21,2025-02-12 14:49:58.726225
4564,4564,224,43,2025-05-12 19:34:51.528233
4565,4565,48,48,2025-01-31 02:23:52.876027
4566,4566,35,22,2025-01-28 13:05:35.289150
4567,4567,295,39,2025-05-15 09:15:47.571407
4568,4568,22,29,2025-04-13 22:07:04.070135
4569,4569,173,28,2025-03-02 13:26:31.073587
4570,4570,91,47,2025-03-17 08:40:25.972532
4571,4571,244,32,2025-03-28 22:27:39.588016
4572,4572,93,26,2025-04-29 07:02:20.405297
4573,4573,18,43,2025-03-25 06:46:54.088152
4574,4574,23,33,2025-04-09 22:12:15.589502
4575,4575,197,43,2025-03-16 01:56:00.141240
4576,4576,198,36,2025-05-13 11:30:24.177746
4577,4577,41,27,2025-03-13 18:30:14.921989
4578,4578,197,35,2025-01-22 07:15:10.663757
4579,4579,267,27,2025-05-07 04:51:38.637821
4580,4580,52,25,2025-05-12 21:28:52.777565
4581,4581,204,27,2025-03-24 04:30:17.773442
4582,4582,253,29,2025-03-21 06:56:46.555885
4583,4583,154,33,2025-01-22 05:03:42.533369
4584,4584,66,23,2025-05-05 23:48:31.817143
4585,4585,231,29,2025-01-16 20:01:58.100222
4586,4586,176,30,2025-01-14 12:47:40.420485
4587,4587,263,43,2025-03-09 20:24:41.495090
4588,4588,179,32,2025-02-14 15:09:31.810985
4589,4589,211,40,2025-01-27 14:06:11.685465
4590,4590,220,40,2025-03-04 03:43:15.583479
4591,4591,1,21,2025-05-03 23:08:29.001551
4592,4592,215,36,2025-05-14 05:18:26.460037
4593,4593,37,34,2025-01-23 01:50:09.367872
4594,4594,239,41,2025-05-11 16:08:30.699018
4595,4595,245,43,2025-03-25 20:49:40.094333
4596,4596,125,40,2025-01-23 21:38:46.494931
4597,4597,76,29,2025-05-08 06:16:26.276144
4598,4598,90,23,2025-02-08 08:42:43.693475
4599,4599,101,39,2025-02-12 00:47:53.879325
4600,4600,12,25,2025-05-04 10:31:56.481882
4601,4601,66,25,2025-05-05 09:50:46.885845
4602,4602,40,28,2025-05-15 16:01:02.506999
4603,4603,159,37,2025-04-12 18:13:25.530557
4604,4604,114,25,2025-04-28 18:47:46.546244
4605,4605,14,49,2025-03-05 00:53:32.675798
4606,4606,8,31,2025-05-01 16:40:51.775863
4607,4607,19,22,2025-02-23 17:15:16.960752
4608,4608,211,40,2025-02-15 02:07:01.321045
4609,4609,125,28,2025-02-14 23:10:27.287611
4610,4610,285,46,2025-01-09 00:26:19.830179
4611,4611,150,36,2025-03-25 06:45:47.474847
4612,4612,221,46,2025-05-11 23:32:17.288481
4613,4613,283,20,2025-04-23 09:25:07.424551
4614,4614,109,30,2025-02-15 08:24:11.635576
4615,4615,56,42,2025-03-13 09:13:04.863753
4616,4616,250,48,2025-02-14 23:25:35.814700
4617,4617,43,30,2025-02-06 05:50:23.359165
4618,4618,155,43,2025-04-20 08:56:55.673039
4619,4619,104,28,2025-02-04 02:24:47.608009
4620,4620,53,23,2025-03-15 05:54:07.697190
4621,4621,6,23,2025-04-29 18:12:36.281050
4622,4622,52,32,2025-05-03 14:14:12.584657
4623,4623,173,22,2025-04-28 10:54:15.708016
4624,4624,252,40,2025-01-12 04:33:11.376737
4625,4625,64,39,2025-05-15 18:58:57.569446
4626,4626,164,31,2025-03-05 02:53:35.606079
4627,4627,247,38,2025-04-28 04:53:32.324700
4628,4628,25,20,2025-01-25 21:09:01.714579
4629,4629,38,21,2025-04-20 21:23:20.194376
4630,4630,39,28,2025-05-14 12:14:19.281558
4631,4631,294,28,2025-04-13 20:28:20.422789
4632,4632,229,40,2025-01-14 02:31:26.047247
4633,4633,144,29,2025-05-12 18:01:36.109667
4634,4634,218,22,2025-02-06 18:32:31.796742
4635,4635,80,43,2025-03-28 07:34:22.551005
4636,4636,298,28,2025-04-25 05:18:02.216572
4637,4637,95,25,2025-01-05 06:38:17.542633
4638,4638,77,33,2025-03-06 03:46:00.245089
