payment_id,order_id,payment_method,payment_date,amount,status
11499,11499,PayPal,2025-01-21,2303.86,Captured
11500,11500,Stripe,2024-10-08,846.3,Captured
11501,11501,Visa,2024-08-21,4589.74,Captured
11502,11502,PayPal,2025-05-02,4118.58,Captured
11503,11503,Stripe,2024-12-14,2908.83,Captured
11504,11504,PayPal,2024-05-23,2034.41,Captured
11505,11505,PayPal,2024-07-16,3903.3100000000004,Captured
11506,11506,Visa,2024-11-12,1671.5,Captured
11507,11507,PayPal,2025-03-04,1768.44,Captured
11508,11508,Mastercard,2024-12-30,4755.629999999999,Captured
11509,11509,Mastercard,2024-12-13,6848.6900000000005,Captured
11510,11510,Mastercard,2024-10-28,2804.3599999999997,Captured
11511,11511,Visa,2025-02-04,1554.97,Captured
11512,11512,PayPal,2024-11-14,3888.75,Captured
11513,11513,PayPal,2024-07-15,1114.26,Captured
11514,11514,PayPal,2024-10-15,5017.07,Captured
11515,11515,Visa,2025-04-08,3983.5699999999997,Captured
11516,11516,PayPal,2025-02-11,3364.7000000000003,Captured
11517,11517,PayPal,2025-01-28,223.86,Captured
11518,11518,PayPal,2025-01-28,4055.24,Captured
11519,11519,Stripe,2024-10-17,3909.92,Captured
11520,11520,PayPal,2024-10-27,5624.219999999999,Captured
11521,11521,Stripe,2024-07-31,3833.83,Captured
11522,11522,PayPal,2024-08-15,7295.53,Captured
11523,11523,Stripe,2024-07-23,2960.3500000000004,Captured
11524,11524,Stripe,2024-05-20,5990.25,Captured
11525,11525,Visa,2025-05-17,622.47,Captured
11526,11526,PayPal,2024-07-26,6288.130000000001,Captured
11527,11527,Visa,2024-05-23,6994.5,Captured
11528,11528,Stripe,2024-06-06,566.35,Captured
11529,11529,PayPal,2025-03-05,1900.04,Captured
11530,11530,Visa,2025-02-01,1200.76,Captured
11531,11531,Mastercard,2025-02-03,1307.45,Captured
11532,11532,Stripe,2024-10-13,3339.5,Captured
11533,11533,PayPal,2024-11-05,341.36,Captured
11534,11534,PayPal,2024-07-14,2781.08,Captured
11535,11535,Mastercard,2025-01-31,8698.0,Captured
11536,11536,Stripe,2025-02-07,8089.77,Captured
11537,11537,PayPal,2024-12-25,1312.75,Captured
11538,11538,Mastercard,2025-01-22,5825.6,Captured
11539,11539,PayPal,2024-10-18,8414.519999999999,Captured
11540,11540,Stripe,2025-04-22,5583.349999999999,Captured
11541,11541,Stripe,2025-04-22,177.95,Captured
11542,11542,PayPal,2025-04-13,8344.55,Captured
11543,11543,Mastercard,2024-08-23,2041.52,Captured
11544,11544,PayPal,2024-08-19,5783.320000000001,Captured
11545,11545,Mastercard,2024-11-03,1708.01,Captured
11546,11546,PayPal,2025-01-23,6130.44,Captured
11547,11547,PayPal,2024-06-17,5802.49,Captured
11548,11548,Visa,2024-12-21,2824.1800000000003,Captured
11549,11549,Stripe,2024-08-04,1665.1,Captured
11550,11550,Mastercard,2024-11-12,3925.4,Captured
11551,11551,Stripe,2024-06-12,3878.07,Captured
11552,11552,PayPal,2024-06-05,473.95000000000005,Captured
11553,11553,Stripe,2025-02-19,7630.71,Captured
11554,11554,Mastercard,2024-11-18,6794.1,Captured
11555,11555,PayPal,2025-03-06,5127.5,Captured
11556,11556,PayPal,2024-07-15,4144.15,Captured
11557,11557,Visa,2025-03-15,8429.25,Captured
11558,11558,PayPal,2025-04-28,3315.17,Captured
11559,11559,Mastercard,2024-06-06,5948.63,Captured
11560,11560,PayPal,2024-08-12,7077.98,Captured
11561,11561,Visa,2024-07-24,6240.780000000001,Captured
11562,11562,Mastercard,2024-10-25,3080.05,Captured
11563,11563,Mastercard,2024-10-23,3591.4300000000003,Captured
11564,11564,Stripe,2024-11-01,7177.97,Captured
11565,11565,Visa,2024-09-20,6535.27,Captured
11566,11566,Mastercard,2024-07-23,12139.89,Captured
11567,11567,Mastercard,2024-05-26,10797.789999999999,Captured
11568,11568,Stripe,2025-02-06,7208.629999999999,Captured
11569,11569,Mastercard,2024-12-09,4561.14,Captured
11570,11570,PayPal,2024-12-22,10657.900000000001,Captured
11571,11571,Visa,2025-01-28,2665.05,Captured
11572,11572,PayPal,2025-01-07,3699.71,Captured
11573,11573,Visa,2025-01-30,601.51,Captured
11574,11574,Mastercard,2025-01-30,5306.41,Captured
11575,11575,Visa,2025-01-13,3754.4700000000003,Captured
11576,11576,Stripe,2025-04-20,3812.5,Captured
11577,11577,PayPal,2025-03-04,1869.98,Captured
11578,11578,Visa,2024-09-11,943.15,Captured
11579,11579,Visa,2024-09-25,1052.42,Captured
11580,11580,Visa,2024-08-16,2133.9300000000003,Captured
11581,11581,PayPal,2024-06-23,4102.73,Captured
11582,11582,Mastercard,2024-10-14,4778.6,Captured
11583,11583,Mastercard,2025-04-06,8569.380000000001,Captured
11584,11584,PayPal,2025-02-08,7879.13,Captured
11585,11585,Mastercard,2025-04-07,4298.32,Captured
11586,11586,Stripe,2025-03-28,1941.94,Captured
11587,11587,PayPal,2025-01-28,3870.84,Captured
11588,11588,Visa,2024-11-28,3986.85,Captured
11589,11589,PayPal,2025-01-26,4270.81,Captured
11590,11590,Mastercard,2024-12-20,1784.25,Captured
11591,11591,Visa,2024-07-18,2990.35,Captured
11592,11592,Stripe,2024-08-28,5980.32,Captured
11593,11593,Visa,2025-02-05,3797.34,Captured
11594,11594,Stripe,2024-10-05,3812.0099999999998,Captured
11595,11595,Stripe,2024-06-07,1609.84,Captured
11596,11596,Visa,2024-11-13,460.89,Captured
11597,11597,Stripe,2025-03-11,8112.1,Captured
11598,11598,Mastercard,2024-10-01,1743.0900000000001,Captured
11599,11599,Stripe,2025-01-13,3243.84,Captured
11600,11600,Mastercard,2024-08-06,248.45,Captured
11601,11601,Visa,2025-03-17,9606.49,Captured
11602,11602,PayPal,2024-08-03,6669.31,Captured
11603,11603,Visa,2025-04-02,346.79999999999995,Captured
11604,11604,Visa,2025-04-21,3484.32,Captured
11605,11605,Stripe,2025-05-13,7171.16,Captured
11606,11606,PayPal,2024-12-28,6557.81,Captured
11607,11607,PayPal,2025-03-11,3116.6800000000003,Captured
11608,11608,Mastercard,2025-04-30,1162.84,Captured
11609,11609,Mastercard,2025-05-09,7309.33,Captured
11610,11610,Mastercard,2024-12-09,553.6,Captured
11611,11611,Visa,2025-01-04,3700.3,Captured
11612,11612,Mastercard,2025-01-02,1319.1,Captured
11613,11613,PayPal,2024-11-11,5796.199999999999,Captured
11614,11614,Visa,2024-11-11,3406.2799999999997,Captured
11615,11615,PayPal,2025-05-13,2856.6299999999997,Captured
11616,11616,PayPal,2025-04-20,540.61,Captured
11617,11617,Mastercard,2024-10-09,6138.370000000001,Captured
11618,11618,Mastercard,2024-12-25,2340.0,Captured
11619,11619,Mastercard,2025-04-22,5681.13,Captured
11620,11620,Visa,2024-12-08,2668.86,Captured
11621,11621,Visa,2025-02-14,2755.41,Captured
11622,11622,PayPal,2024-10-12,6781.129999999999,Captured
11623,11623,Stripe,2025-05-13,7411.48,Captured
11624,11624,Stripe,2024-12-22,8341.269999999999,Captured
11625,11625,Stripe,2024-08-30,2470.19,Captured
11626,11626,Visa,2025-01-14,5051.87,Captured
11627,11627,Visa,2024-11-16,3197.62,Captured
11628,11628,PayPal,2024-11-18,2651.82,Captured
11629,11629,Stripe,2025-02-05,3249.52,Captured
11630,11630,Mastercard,2025-03-05,204.24,Captured
11631,11631,Visa,2024-06-01,2830.6,Captured
11632,11632,PayPal,2024-06-18,1518.0,Captured
11633,11633,Mastercard,2024-06-29,2120.6,Captured
11634,11634,Stripe,2025-05-11,7587.94,Captured
11635,11635,PayPal,2025-02-10,4534.06,Captured
11636,11636,Visa,2025-04-10,2879.5999999999995,Captured
11637,11637,Visa,2024-12-26,9497.07,Captured
11638,11638,Visa,2024-08-17,1370.5100000000002,Captured
11639,11639,Visa,2025-03-06,5462.09,Captured
11640,11640,Visa,2025-03-20,3129.87,Captured
11641,11641,Stripe,2024-12-13,1192.0,Captured
11642,11642,Mastercard,2025-01-08,12152.86,Captured
11643,11643,Stripe,2024-10-21,2655.15,Captured
11644,11644,PayPal,2025-05-04,1309.99,Captured
11645,11645,Stripe,2025-02-23,2788.2999999999997,Captured
11646,11646,PayPal,2024-06-01,9654.93,Captured
11647,11647,Visa,2024-08-07,7856.150000000001,Captured
11648,11648,Stripe,2024-06-01,3969.8,Captured
11649,11649,Visa,2024-10-02,8093.1900000000005,Captured
11650,11650,Mastercard,2024-10-03,1230.76,Captured
11651,11651,Visa,2025-03-13,454.26,Captured
11652,11652,Stripe,2025-01-12,160.12,Captured
11653,11653,PayPal,2025-01-26,313.76,Captured
11654,11654,Mastercard,2025-02-25,2228.4,Captured
11655,11655,Visa,2025-01-29,3004.7299999999996,Captured
11656,11656,Visa,2025-03-23,6095.66,Captured
11657,11657,Mastercard,2024-07-16,2108.79,Captured
11658,11658,Visa,2024-05-22,3774.51,Captured
11659,11659,Mastercard,2024-10-05,9281.84,Captured
11660,11660,PayPal,2024-11-09,7898.55,Captured
11661,11661,Mastercard,2025-04-13,6979.719999999999,Captured
11662,11662,Stripe,2024-07-07,2229.71,Captured
11663,11663,Mastercard,2024-07-18,6397.93,Captured
11664,11664,Visa,2025-01-16,989.66,Captured
11665,11665,Stripe,2024-10-14,553.06,Captured
11666,11666,PayPal,2025-02-14,9296.630000000001,Captured
11667,11667,Visa,2025-04-27,4716.58,Captured
11668,11668,Stripe,2024-11-07,6775.56,Captured
11669,11669,Visa,2025-03-01,6147.45,Captured
11670,11670,Stripe,2024-12-17,34.24,Captured
11671,11671,Visa,2024-07-21,5055.16,Captured
11672,11672,PayPal,2024-11-30,4580.44,Captured
11673,11673,Visa,2024-05-29,3179.6,Captured
11674,11674,Mastercard,2025-05-14,513.01,Captured
11675,11675,Stripe,2025-01-15,5029.23,Captured
11676,11676,Stripe,2024-11-22,4871.09,Captured
11677,11677,Mastercard,2025-04-28,3812.32,Captured
11678,11678,Mastercard,2024-08-21,5042.0599999999995,Captured
11679,11679,Mastercard,2024-10-07,709.28,Captured
11680,11680,Visa,2024-07-14,3871.4800000000005,Captured
11681,11681,Stripe,2024-06-22,3133.8999999999996,Captured
11682,11682,Stripe,2025-01-09,4811.5,Captured
11683,11683,PayPal,2024-06-16,962.31,Captured
11684,11684,Stripe,2024-05-28,2026.74,Captured
11685,11685,Visa,2024-09-01,4236.0,Captured
11686,11686,PayPal,2024-06-07,9378.75,Captured
11687,11687,Stripe,2024-12-03,3902.61,Captured
11688,11688,Stripe,2024-06-08,1025.04,Captured
11689,11689,Visa,2024-08-22,8615.74,Captured
11690,11690,Stripe,2025-01-15,3481.03,Captured
11691,11691,Mastercard,2024-08-07,3204.43,Captured
11692,11692,Stripe,2024-07-31,3017.14,Captured
11693,11693,PayPal,2025-02-28,1079.68,Captured
11694,11694,Visa,2024-07-25,6266.120000000001,Captured
11695,11695,Mastercard,2024-10-10,3022.13,Captured
11696,11696,Mastercard,2024-11-24,5595.7699999999995,Captured
11697,11697,Visa,2025-04-12,12193.52,Captured
11698,11698,Mastercard,2024-07-01,6364.72,Captured
11699,11699,Visa,2024-10-25,1260.11,Captured
11700,11700,PayPal,2024-10-22,4885.64,Captured
11701,11701,Visa,2024-11-22,4436.19,Captured
11702,11702,Visa,2025-03-14,3009.83,Captured
11703,11703,Visa,2024-05-31,7827.849999999999,Captured
11704,11704,Visa,2024-10-28,943.06,Captured
11705,11705,Mastercard,2024-08-30,4708.62,Captured
11706,11706,Stripe,2024-06-25,4214.96,Captured
11707,11707,PayPal,2024-07-16,737.8000000000001,Captured
11708,11708,Stripe,2024-05-25,3677.44,Captured
11709,11709,Stripe,2024-11-05,1515.5099999999998,Captured
11710,11710,PayPal,2024-05-27,8250.4,Captured
11711,11711,Visa,2024-06-23,1930.16,Captured
11712,11712,PayPal,2025-05-06,2181.42,Captured
11713,11713,Mastercard,2024-12-04,2660.5099999999998,Captured
11714,11714,Mastercard,2024-08-10,3335.92,Captured
11715,11715,PayPal,2024-12-07,9367.03,Captured
11716,11716,Mastercard,2024-10-14,2860.13,Captured
11717,11717,Stripe,2024-07-09,7994.27,Captured
11718,11718,Mastercard,2024-09-13,4122.02,Captured
11719,11719,Stripe,2024-12-27,8935.779999999999,Captured
11720,11720,PayPal,2025-01-14,9106.58,Captured
11721,11721,PayPal,2024-11-20,2831.3199999999997,Captured
11722,11722,Mastercard,2024-12-23,8644.62,Captured
11723,11723,Visa,2024-12-15,5001.01,Captured
11724,11724,Mastercard,2024-09-17,5203.0,Captured
11725,11725,Mastercard,2024-10-12,3688.26,Captured
11726,11726,PayPal,2025-02-09,7258.1,Captured
11727,11727,Visa,2024-09-28,4131.719999999999,Captured
11728,11728,PayPal,2025-01-22,4470.99,Captured
11729,11729,PayPal,2024-08-07,9835.619999999999,Captured
11730,11730,Mastercard,2025-02-18,3760.7499999999995,Captured
11731,11731,PayPal,2025-03-05,691.54,Captured
11732,11732,Mastercard,2024-07-13,29.72,Captured
11733,11733,PayPal,2024-09-07,1883.8700000000001,Captured
11734,11734,Stripe,2025-01-23,2705.66,Captured
11735,11735,Mastercard,2024-09-09,4556.22,Captured
11736,11736,Mastercard,2024-10-13,5652.99,Captured
11737,11737,PayPal,2025-05-01,6496.85,Captured
11738,11738,PayPal,2024-12-28,553.44,Captured
11739,11739,Mastercard,2024-11-02,5081.08,Captured
11740,11740,Visa,2024-07-29,2292.68,Captured
11741,11741,PayPal,2025-05-06,8982.78,Captured
11742,11742,Visa,2024-06-16,10993.3,Captured
11743,11743,PayPal,2024-08-23,4227.96,Captured
11744,11744,Visa,2024-09-17,5942.9,Captured
11745,11745,Mastercard,2024-10-03,6911.96,Captured
11746,11746,PayPal,2024-11-23,9011.85,Captured
11747,11747,Visa,2025-03-12,5250.030000000001,Captured
11748,11748,Stripe,2024-11-30,3044.5199999999995,Captured
11749,11749,Visa,2024-08-18,424.26,Captured
11750,11750,Stripe,2025-02-05,514.98,Captured
11751,11751,Mastercard,2024-11-28,1315.43,Captured
11752,11752,Stripe,2025-05-17,3700.72,Captured
11753,11753,PayPal,2024-10-14,3047.4500000000003,Captured
11754,11754,Stripe,2024-08-22,1630.4500000000003,Captured
11755,11755,Visa,2024-10-01,3032.64,Captured
11756,11756,Mastercard,2024-10-07,194.5,Captured
11757,11757,Stripe,2025-02-05,3614.76,Captured
11758,11758,PayPal,2025-02-21,9776.4,Captured
11759,11759,Stripe,2025-03-20,1130.99,Captured
11760,11760,Stripe,2024-08-17,1166.08,Captured
11761,11761,Visa,2024-07-06,862.84,Captured
11762,11762,Mastercard,2024-06-15,8676.22,Captured
11763,11763,Visa,2024-09-18,5789.11,Captured
11764,11764,Mastercard,2024-11-25,15797.76,Captured
11765,11765,Mastercard,2024-09-03,5258.5,Captured
11766,11766,Stripe,2024-05-19,1003.41,Captured
11767,11767,Stripe,2025-03-22,5032.849999999999,Captured
11768,11768,Stripe,2025-02-14,8253.230000000001,Captured
11769,11769,PayPal,2024-11-21,4568.73,Captured
11770,11770,Stripe,2025-05-13,4726.83,Captured
11771,11771,Visa,2024-08-21,10497.22,Captured
11772,11772,PayPal,2025-02-22,2225.34,Captured
11773,11773,Stripe,2024-12-18,3199.04,Captured
11774,11774,Stripe,2024-05-30,4083.29,Captured
11775,11775,Mastercard,2025-03-03,5054.65,Captured
11776,11776,PayPal,2024-05-29,1359.4999999999998,Captured
11777,11777,Mastercard,2024-09-05,1747.6899999999998,Captured
11778,11778,PayPal,2025-01-23,4000.4699999999993,Captured
11779,11779,PayPal,2025-03-09,6073.65,Captured
11780,11780,Stripe,2024-10-26,4794.99,Captured
11781,11781,Visa,2024-11-30,2512.29,Captured
11782,11782,Visa,2025-01-01,5888.45,Captured
11783,11783,Visa,2024-08-24,5028.66,Captured
11784,11784,Stripe,2024-09-13,2794.75,Captured
11785,11785,Visa,2024-05-23,6203.3,Captured
11786,11786,Mastercard,2025-02-20,4027.3599999999997,Captured
11787,11787,PayPal,2024-09-15,5824.610000000001,Captured
11788,11788,Stripe,2025-05-12,6907.05,Captured
11789,11789,Mastercard,2024-08-16,1267.96,Captured
11790,11790,Mastercard,2024-11-21,5578.36,Captured
11791,11791,Visa,2024-12-23,5737.720000000001,Captured
11792,11792,Stripe,2025-03-26,9258.3,Captured
11793,11793,Visa,2024-12-30,2140.38,Captured
11794,11794,Visa,2025-01-30,3165.49,Captured
11795,11795,Mastercard,2024-12-04,4056.62,Captured
11796,11796,Visa,2024-10-18,1349.25,Captured
11797,11797,Visa,2024-12-01,2983.64,Captured
11798,11798,PayPal,2024-09-28,352.78999999999996,Captured
11799,11799,PayPal,2024-10-10,3537.6899999999996,Captured
11800,11800,PayPal,2024-05-25,5491.93,Captured
11801,11801,PayPal,2025-03-03,8677.609999999999,Captured
11802,11802,Stripe,2024-12-07,11267.82,Captured
11803,11803,Mastercard,2024-09-12,890.6999999999999,Captured
11804,11804,Mastercard,2024-09-30,3536.48,Captured
11805,11805,Stripe,2025-04-16,2857.6900000000005,Captured
11806,11806,Visa,2024-11-23,5542.7,Captured
11807,11807,PayPal,2024-06-19,4294.8099999999995,Captured
11808,11808,Stripe,2024-08-19,7253.2,Captured
11809,11809,Visa,2024-10-17,3838.7999999999997,Captured
11810,11810,Mastercard,2025-01-10,8780.04,Captured
11811,11811,PayPal,2024-07-23,4840.32,Captured
11812,11812,PayPal,2025-05-06,2453.92,Captured
11813,11813,Visa,2024-05-31,3610.89,Captured
11814,11814,PayPal,2025-05-16,2489.04,Captured
11815,11815,Visa,2024-10-07,4659.17,Captured
11816,11816,Stripe,2025-02-01,2061.84,Captured
11817,11817,Stripe,2024-06-04,201.8,Captured
11818,11818,Stripe,2025-03-30,4213.64,Captured
11819,11819,Visa,2024-11-07,979.5,Captured
11820,11820,PayPal,2025-04-04,8112.07,Captured
11821,11821,Mastercard,2024-10-02,6270.66,Captured
11822,11822,Mastercard,2024-12-31,12777.25,Captured
11823,11823,Stripe,2025-04-18,6687.639999999999,Captured
11824,11824,PayPal,2024-12-13,4903.780000000001,Captured
11825,11825,Mastercard,2025-01-15,8508.98,Captured
11826,11826,Stripe,2024-12-28,2320.62,Captured
11827,11827,Visa,2025-04-13,9549.61,Captured
11828,11828,Mastercard,2024-07-22,5511.15,Captured
11829,11829,PayPal,2025-03-04,5896.79,Captured
11830,11830,Mastercard,2024-06-29,436.71,Captured
11831,11831,Stripe,2024-06-30,547.96,Captured
11832,11832,PayPal,2025-03-11,2707.88,Captured
11833,11833,Mastercard,2024-12-21,895.94,Captured
11834,11834,Mastercard,2024-09-25,5564.5,Captured
11835,11835,Mastercard,2025-05-19,1302.7199999999998,Captured
11836,11836,Mastercard,2025-02-23,3484.4,Captured
11837,11837,Stripe,2025-04-23,4588.66,Captured
11838,11838,Visa,2025-04-03,1140.54,Captured
11839,11839,PayPal,2024-08-10,3108.32,Captured
11840,11840,Visa,2024-12-21,5241.7,Captured
11841,11841,Visa,2024-12-16,5458.629999999999,Captured
11842,11842,Mastercard,2024-10-02,8558.230000000001,Captured
11843,11843,Mastercard,2024-06-21,3146.7000000000003,Captured
11844,11844,Mastercard,2024-09-03,9255.08,Captured
11845,11845,Stripe,2025-03-05,2278.52,Captured
11846,11846,PayPal,2025-02-23,5228.75,Captured
11847,11847,PayPal,2024-07-27,1684.4,Captured
11848,11848,Mastercard,2024-07-13,268.5,Captured
11849,11849,Mastercard,2024-06-21,7259.57,Captured
11850,11850,PayPal,2024-09-19,4076.1500000000005,Captured
11851,11851,Mastercard,2024-07-16,4095.79,Captured
11852,11852,PayPal,2024-12-14,302.05,Captured
11853,11853,Stripe,2024-08-29,4567.73,Captured
11854,11854,PayPal,2025-02-19,1992.3400000000001,Captured
11855,11855,Stripe,2024-07-14,7055.660000000001,Captured
11856,11856,Visa,2025-02-04,1758.1,Captured
11857,11857,PayPal,2024-09-16,2932.2499999999995,Captured
11858,11858,Stripe,2025-01-11,8023.66,Captured
11859,11859,Mastercard,2024-12-12,3353.1500000000005,Captured
11860,11860,Visa,2024-09-01,36.58,Captured
11861,11861,Stripe,2024-08-03,3477.33,Captured
11862,11862,PayPal,2025-03-25,852.6999999999999,Captured
11863,11863,Mastercard,2024-05-27,7375.26,Captured
11864,11864,Visa,2024-11-19,5883.09,Captured
11865,11865,Stripe,2025-04-14,4915.35,Captured
11866,11866,Visa,2024-06-02,1180.8,Captured
11867,11867,PayPal,2024-11-18,6108.2,Captured
11868,11868,Mastercard,2024-08-17,12813.67,Captured
11869,11869,Mastercard,2024-10-30,7243.889999999999,Captured
11870,11870,PayPal,2024-06-09,332.0,Captured
11871,11871,Mastercard,2024-11-05,2099.23,Captured
11872,11872,Stripe,2025-03-29,287.4,Captured
11873,11873,PayPal,2024-09-02,2314.5,Captured
11874,11874,PayPal,2024-12-25,3398.4,Captured
11875,11875,PayPal,2025-01-07,9067.62,Captured
11876,11876,Mastercard,2024-09-27,5587.92,Captured
11877,11877,Stripe,2025-03-21,753.42,Captured
11878,11878,PayPal,2024-12-08,1185.97,Captured
11879,11879,PayPal,2025-04-14,3789.87,Captured
11880,11880,Visa,2024-07-07,1158.85,Captured
11881,11881,Visa,2025-02-01,4326.3099999999995,Captured
11882,11882,Visa,2024-10-28,21.48,Captured
11883,11883,Visa,2024-10-13,1751.8600000000001,Captured
11884,11884,Stripe,2025-02-03,12559.12,Captured
11885,11885,PayPal,2024-08-15,4876.7,Captured
11886,11886,Stripe,2024-06-09,6214.46,Captured
11887,11887,Visa,2024-11-08,6879.95,Captured
11888,11888,PayPal,2024-07-08,2742.83,Captured
11889,11889,PayPal,2024-07-17,1331.8799999999999,Captured
11890,11890,PayPal,2025-01-26,5557.2,Captured
11891,11891,Mastercard,2024-09-11,593.6500000000001,Captured
11892,11892,Visa,2024-12-29,1113.28,Captured
11893,11893,Mastercard,2024-05-31,1318.3100000000002,Captured
11894,11894,Visa,2024-09-16,1271.64,Captured
11895,11895,Mastercard,2024-11-30,7826.59,Captured
11896,11896,Stripe,2024-06-15,2949.36,Captured
11897,11897,Mastercard,2024-12-04,7544.27,Captured
11898,11898,Visa,2025-02-04,11449.8,Captured
11899,11899,Visa,2025-05-14,7327.94,Captured
11900,11900,Stripe,2024-06-15,1331.21,Captured
11901,11901,Visa,2024-07-20,6143.93,Captured
11902,11902,Mastercard,2024-12-26,2389.66,Captured
11903,11903,Visa,2024-06-06,10358.66,Captured
11904,11904,Mastercard,2025-05-02,6506.5,Captured
11905,11905,PayPal,2025-01-19,2671.66,Captured
11906,11906,Visa,2025-05-15,134.48,Captured
11907,11907,Stripe,2024-07-15,3419.48,Captured
11908,11908,Stripe,2025-01-31,1589.6,Captured
11909,11909,Mastercard,2024-10-28,8563.07,Captured
11910,11910,Stripe,2024-09-01,10013.91,Captured
11911,11911,Mastercard,2025-05-07,3654.2000000000003,Captured
11912,11912,Mastercard,2025-01-31,8573.41,Captured
11913,11913,PayPal,2024-06-15,5488.48,Captured
11914,11914,Visa,2025-05-16,827.1400000000001,Captured
11915,11915,PayPal,2025-03-21,4997.64,Captured
11916,11916,Mastercard,2024-12-28,3298.48,Captured
11917,11917,Stripe,2024-12-06,3075.24,Captured
11918,11918,Visa,2024-06-22,2330.7,Captured
11919,11919,Mastercard,2024-08-07,2119.4900000000002,Captured
11920,11920,PayPal,2024-07-27,1721.8400000000001,Captured
11921,11921,PayPal,2025-03-12,207.82,Captured
11922,11922,Mastercard,2025-02-09,1231.44,Captured
11923,11923,Stripe,2025-04-28,5749.38,Captured
11924,11924,PayPal,2025-02-06,7145.41,Captured
11925,11925,Visa,2024-12-06,3423.78,Captured
11926,11926,Mastercard,2025-02-06,3489.2200000000003,Captured
11927,11927,Visa,2024-08-08,5490.03,Captured
11928,11928,PayPal,2024-07-27,4429.38,Captured
11929,11929,Visa,2025-02-15,66.77,Captured
11930,11930,Mastercard,2024-10-02,3404.6900000000005,Captured
11931,11931,PayPal,2025-04-25,5369.63,Captured
11932,11932,Stripe,2024-08-06,4978.889999999999,Captured
11933,11933,Mastercard,2025-03-10,1616.22,Captured
11934,11934,Mastercard,2025-04-11,7299.8,Captured
11935,11935,PayPal,2024-09-04,6269.97,Captured
11936,11936,Visa,2024-12-28,5045.400000000001,Captured
11937,11937,PayPal,2024-08-25,2133.81,Captured
11938,11938,PayPal,2024-07-01,6949.26,Captured
11939,11939,PayPal,2024-11-07,430.77,Captured
11940,11940,Mastercard,2024-12-30,1234.44,Captured
11941,11941,Stripe,2024-08-25,2387.8,Captured
11942,11942,Visa,2024-05-24,3988.18,Captured
11943,11943,Mastercard,2024-07-06,10508.830000000002,Captured
11944,11944,Mastercard,2025-05-09,1701.09,Captured
11945,11945,Visa,2024-08-08,479.52,Captured
11946,11946,Stripe,2024-08-07,6618.349999999999,Captured
11947,11947,Mastercard,2024-10-25,252.02,Captured
11948,11948,Stripe,2024-08-12,4571.35,Captured
11949,11949,Stripe,2024-06-25,3507.0,Captured
11950,11950,PayPal,2024-05-25,5777.7,Captured
11951,11951,Mastercard,2025-02-15,7917.199999999999,Captured
11952,11952,Stripe,2025-05-14,1767.26,Captured
11953,11953,Stripe,2024-09-02,7755.139999999999,Captured
11954,11954,Stripe,2025-04-15,3567.7800000000007,Captured
11955,11955,Mastercard,2024-05-24,2186.6,Captured
11956,11956,PayPal,2025-01-03,1360.08,Captured
11957,11957,Stripe,2025-03-23,1636.17,Captured
11958,11958,Stripe,2024-06-03,673.88,Captured
11959,11959,PayPal,2025-01-11,3774.51,Captured
11960,11960,Visa,2025-04-18,5430.78,Captured
11961,11961,PayPal,2024-07-09,3124.66,Captured
11962,11962,PayPal,2024-10-14,1987.28,Captured
11963,11963,Mastercard,2025-03-22,3217.76,Captured
11964,11964,Mastercard,2025-02-02,2364.92,Captured
11965,11965,Stripe,2025-01-26,2810.46,Captured
11966,11966,PayPal,2024-06-07,9455.939999999999,Captured
11967,11967,Stripe,2024-07-14,11063.23,Captured
11968,11968,Mastercard,2024-09-22,418.02,Captured
11969,11969,PayPal,2025-04-09,1749.06,Captured
11970,11970,Mastercard,2025-01-05,4904.879999999999,Captured
11971,11971,Stripe,2024-06-24,1300.76,Captured
11972,11972,Visa,2025-01-26,3994.4600000000005,Captured
11973,11973,Stripe,2024-05-28,1930.5,Captured
11974,11974,Mastercard,2025-05-16,7199.0,Captured
11975,11975,Visa,2024-11-18,2916.27,Captured
11976,11976,Mastercard,2024-09-10,1215.72,Captured
11977,11977,Stripe,2024-05-18,7379.969999999999,Captured
11978,11978,Visa,2024-06-01,1109.25,Captured
11979,11979,PayPal,2025-01-11,1909.25,Captured
11980,11980,PayPal,2024-10-09,576.0600000000001,Captured
11981,11981,Visa,2024-10-18,1971.88,Captured
11982,11982,Visa,2025-05-17,2535.0,Captured
11983,11983,Mastercard,2024-08-07,4657.04,Captured
11984,11984,Visa,2024-10-27,10165.58,Captured
11985,11985,Visa,2024-11-29,2240.51,Captured
11986,11986,Mastercard,2024-08-30,609.38,Captured
11987,11987,Stripe,2024-11-08,7581.0,Captured
11988,11988,Visa,2024-09-24,9631.4,Captured
11989,11989,Visa,2024-06-22,460.84,Captured
11990,11990,PayPal,2025-03-03,4094.0499999999997,Captured
11991,11991,Stripe,2024-06-29,4868.219999999999,Captured
11992,11992,Visa,2024-07-07,3180.37,Captured
11993,11993,PayPal,2024-07-11,957.76,Captured
11994,11994,Visa,2024-08-09,4797.26,Captured
11995,11995,Visa,2025-02-23,5365.530000000001,Captured
11996,11996,Visa,2024-06-26,1272.75,Captured
11997,11997,Visa,2025-02-01,5267.32,Captured
11998,11998,Stripe,2024-09-04,3425.5199999999995,Captured
11999,11999,Stripe,2025-03-19,5532.62,Captured
12000,12000,PayPal,2024-12-14,1954.21,Captured
12001,12001,Visa,2024-08-01,3630.25,Captured
12002,12002,PayPal,2024-06-05,3122.01,Captured
